"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105926","1970","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      9.5","","       9.5","E","       175","E","        82","E","         4","E","         0","E","        41","E","         1","E","        36","E","         0","E","   -5.0","E,0105, ","  35.6"," ,E,1106, ","   26.1","E,0802, ","0.0","E,1115","-2.2","E,1225","","","","","-1.7","E,0409","-3.9","E,0310","-4.4","E,0106","","","","","    2681.1","1","    2681.1","E","    765.0"," ,E","     10.55","E","     13.62","E","      7.48","E"
"UKE00105926","1971","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     16.9","","      16.9","E","       118","E","        63","E","         1","E","         0","E","        19","E","         0","E","        30","E","         0","E","   -6.1","E,0104, ","  45.8"," ,E,0610, ","   27.8","E,0708, ","-1.3","E,1120","","","","","","","-0.4","E,0323","-4.9","E,0307","-4.9","E,0307","","","","","    2797.1","1","    2797.1","E","    590.9"," ,E","     10.79","E","     13.93","E","      7.65","E"
"UKE00105926","1972","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      7.9","","       7.9","E","       150","E","        76","E","         0","E","         0","E","        10","E","         0","E","        20","E","         0","E","   -6.2","E,0131, ","  22.0"," ,E,0908, ","   26.6","E,0716,+","0.0","E,1118","","","","","","","-0.3","E,0210","-2.2","E,0201","-6.2","E,0131","","","","","    2675.0","0","    2675.0","E","    622.1"," ,E","     10.49","E","     13.30","E","      7.69","E"
"UKE00105926","1973","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     26.8","","      26.8","E","       107","E","        51","E","         2","E","         0","E","        28","E","         0","E","        43","E","         0","E","   -2.5","E,1202, ","  47.8"," ,E,0920, ","   30.0","E,0813, ","-1.2","E,1117","-2.5","E,1202","","","","","-0.5","E,0323","-2.2","E,0215","","","","","","","    2770.5","5","    2770.5","E","    473.0"," ,E","     10.69","E","     13.98","E","      7.39","E"
"UKE00105926","1974","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      1.3","","       1.3","E","       151","E","        85","E","         2","E","         0","E","         3","E","         0","E","        14","E","         0","E","   -0.2","E,0307,+","  37.5"," ,E,0904, ","   25.1","E,0613, ","","","","","","","","","-0.2","E,0307","","","","","","","","","    2581.0","0","    2581.0","E","    846.8"," ,E","     10.87","E","     13.79","E","      7.96","E"
"UKE00105926","1975","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     43.3","","      43.3","E","       131","E","        68","E","         3","E","         0","E","        10","E","         0","E","        43","E","         0","E","   -3.2","E,1216, ","  44.7"," ,E,0913, ","   29.7","E,0807, ","-1.5","E,1214","-3.2","E,1216","","","","","-1.2","E,0406","","","","","","","","","    2754.6","6","    2754.6","E","    676.8"," ,E","     10.91","E","     14.09","E","      7.73","E"
"UKE00105926","1976","50.7839","0.9839","4.0","HAYLING ISLAND, UK","    106.3","","     106.3","E","       110","E","        67","E","         0","E","         0","E","        26","E","         0","E","        74","E","         0","E","   -3.2","E,1229, ","  24.1"," ,E,0910, ","   32.1","E,0630, ","-1.0","E,1203","-2.3","E,1205","","","","","-0.1","E,0429","-2.5","E,0324","","","","","","","    2671.3","3","    2671.3","E","    626.6"," ,E","     11.13","E","     14.41","E","      7.85","E"
"UKE00105926","1977","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2736.2","2","    2736.2"," ","","","","","","","",""
"UKE00105926","1978","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      2.6","","       2.6","E","       149","E","        76","E","         1","E","         0","E","        38","E","         1","E","        15","E","         0","E","   -6.1","E,0212, ","  32.4"," ,E,0731, ","   26.1","E,0713, ","-2.0","E,1127","-2.4","E,1220","","","","","0.0","E,0416","-3.2","E,0215","-6.1","E,0212","","","","","","","","","    677.7"," ,E","     10.46","E","     13.52","E","      7.39","E"
"UKE00105926","1979","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      2.7","","       2.7","E","       161","E","        88","E","         2","E","         0","E","        43","E","         1","E","        19","E","         0","E","   -7.1","E,0101, ","  29.7"," ,E,0728, ","   25.2","E,0711, ","-1.1","E,1113","","","","","","","0.0","E,0406","-2.6","E,0226","-5.2","E,0107","-7.0","E,0102","","","    2907.9","9","    2907.9","E","    769.7"," ,E","      9.87","E","     12.85","E","      6.90","E"
"UKE00105926","1980","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      5.5","","       5.5","E","       142","E","        69","E","         2","E","         0","E","        28","E","         0","E","        22","E","         0","E","   -3.4","E,0114, ","  38.7"," ,E,1010, ","   25.0","E,0727, ","0.0","E,1104","-2.3","E,1201","","","","","-2.1","E,0322","-3.4","E,0114","","","","","","","    2762.5","5","    2762.5","E","    682.9"," ,E","     10.48","E","     13.52","E","      7.45","E"
"UKE00105926","1981","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      9.4","","       9.4","E","       159","E","        94","E","         1","E","         0","E","        36","E","         0","E","        39","E","         0","E","   -4.5","E,1221, ","  32.4"," ,E,0925, ","   25.7","E,0814, ","-0.5","E,1209","-3.4","E,1212","-4.4","E,1213","","","-0.4","E,0227","-3.2","E,0221","","","","","","","    2736.9","9","    2736.9","E","    744.4"," ,E","     10.35","E","     13.42","E","      7.28","E"
"UKE00105926","1982","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       156","E","        78","E","         1","E","         0","E","        18","E","         1","E","        42","E","         0","E","   -3.9","E,0114, ","  27.2"," ,E,1208, ","   26.7","E,0712, ","0.0","E,1214","","","","","","","-1.3","E,0308","-3.6","E,0224","","","","","","","","","","","    737.8"," ,E","     11.11","E","     14.16","E","      8.05","E"
"UKE00105926","1983","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     78.2","","      78.2","E","       143","E","        70","E","         1","E","         0","E","        24","E","         0","E","        55","E","         0","E","   -2.7","E,1115, ","  43.5"," ,E,0731, ","   31.5","E,0711, ","-0.2","E,1030","-2.7","E,1115","","","","","0.0","E,0328","-2.2","E,0215","","","","","","","    2571.3","3","    2571.3","E","    593.5"," ,E","     11.11","E","     14.04","E","      8.19","E"
"UKE00105926","1984","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     23.9","","      23.9","E","       145","E","        80","E","         2","E","         0","E","        14","E","         0","E","        44","E","         0","E","   -2.8","E,0216, ","  91.5"," ,E,0724, ","   27.6","E,0727, ","","","","","","","","","-0.2","E,0405","-2.8","E,0216","","","","","","","    2671.1","1","    2671.1","E","    753.1"," ,E","     10.86","E","     13.93","E","      7.79","E"
"UKE00105926","1985","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       146","E","        75","E","         1","E","         0","E","        46","E","         8","E","        20","E","         0","E","   -7.0","E,0213, ","  27.2"," ,E,0804, ","   28.3","E,0724, ","-0.8","E,1103","-4.5","E,1228","-4.5","E,1228","","","-3.6","E,0320","-3.6","E,0320","-6.9","E,0214","-6.9","E,0214","","","","","","","    582.0"," ,E","      9.95","E","     12.82","E","      7.09","E"
"UKE00105926","1986","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       158","E","        81","E","         4","E","","","","","","","","","","","","","  32.7"," ,E,0107, ","","","","","","","","","","","","","","","","","","","","","    2954.7","7","    2954.7","E","    772.6"," ,E","","","","","",""
"UKE00105926","1987","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     14.4","","      14.4","E","       134","E","        70","E","         4","E","         0","E","        41","E","         4","E","        28","E","         0","E","   -9.4","E,0113, ","  32.3"," ,E,1009, ","   26.0","E,0706, ","-0.8","E,1128","","","","","","","-0.3","E,0319","-2.7","E,0314","-5.9","E,0115","-7.5","E,0114","-9.4","E,0113","","","","","    726.1"," ,E","     10.28","E","     13.22","E","      7.34","E"
"UKE00105926","1988","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      3.9","","       3.9","E","       132","E","        76","E","         1","E","         0","E","        10","E","         0","E","        16","E","         0","E","   -1.7","E,0302, ","  26.0"," ,E,0104, ","   26.8","E,0806, ","-1.4","E,1122","","","","","","","-1.4","E,0305","","","","","","","","","    2570.2","2","    2570.2","E","    630.9"," ,E","     11.06","E","     13.90","E","      8.21","E"
"UKE00105926","1989","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     69.2","","      69.2","E","       121","E","        62","E","         1","E","         0","E","        11","E","         0","E","        74","E","         0","E","   -1.9","E,1126, ","  38.6"," ,E,1213, ","   28.5","E,0723, ","-0.5","E,1124","","","","","","","-1.5","E,0318","","","","","","","","","    2495.7","7","    2495.7","E","    560.1"," ,E","     11.95","E","     15.17","E","      8.73","E"
"UKE00105926","1990","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     47.4","","      47.4","E","       126","E","        68","E","         1","E","         0","E","         4","E","         0","E","        53","E","         0","E","   -0.5","E,1215, ","  31.0"," ,E,1027, ","   30.4","E,0803, ","-0.1","E,1209","","","","","","","","","","","","","","","","","    2239.5","5","    2239.5","E","    593.2"," ,E","     11.86","E","     14.85","E","      8.87","E"
"UKE00105926","1991","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     25.8","","      25.8","E","       130","E","        68","E","         1","E","         0","E","        25","E","         2","E","        40","E","         0","E","   -8.9","E,0207, ","  36.4"," ,E,0928, ","   27.9","E,0703, ","-0.5","E,1121","-2.6","E,1211","","","","","-1.4","E,0219","-3.2","E,0214","-4.5","E,0211","-7.9","E,0208","-8.9","E,0207","    2747.3","3","    2747.3","E","    569.9"," ,E","     10.59","E","     13.51","E","      7.66","E"
"UKE00105926","1992","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     17.5","","      17.5","E","       151","E","        78","E","         2","E","         0","E","        22","E","         0","E","        41","E","         0","E","   -2.9","E,0202, ","  38.5"," ,E,0720, ","   25.7","E,0522, ","-1.3","E,1224","","","","","","","-0.1","E,0226","-2.9","E,0202","","","","","","","    2457.1","1","    2457.1","E","    651.6"," ,E","     11.09","E","     13.92","E","      8.27","E"
"UKE00105926","1993","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      6.7","","       6.7","E","       148","E","        79","E","         2","E","         0","E","        13","E","         0","E","        29","E","         0","E","   -4.6","E,1123, ","  43.3"," ,E,1230, ","   27.3","E,0629, ","-0.5","E,1120","-3.8","E,1122","-4.6","E,1123","","","-0.4","E,0301","","","","","","","","","    2525.0","0","    2525.0","E","    803.7"," ,E","     10.80","E","     13.75","E","      7.85","E"
"UKE00105926","1994","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     44.8","","      44.8","E","       169","E","        89","E","         3","E","         0","E","        11","E","         0","E","        38","E","         0","E","   -4.9","E,0215,+","  41.4"," ,E,0103, ","   27.5","E,0721, ","-0.2","E,1223","-2.4","E,1224","","","","","-0.5","E,0222","-2.6","E,0221","-4.9","E,0215","","","","","    2724.0","0","    2724.0","E","    840.3"," ,E","     11.70","E","     14.57","E","      8.82","E"
"UKE00105926","1995","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       133","E","        74","E","         1","E","         0","E","        14","E","         0","E","        68","E","         0","E","   -3.8","E,1228, ","  61.1"," ,E,0914, ","   31.4","E,0801, ","-2.0","E,1206","-2.9","E,1226","","","","","-0.2","E,0308","-2.6","E,0103","","","","","","","    2259.2","2","    2259.2","E","    678.0"," ,E","     11.89","E","     15.15","E","      8.64","E"
"UKE00105926","1996","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     18.8","","      18.8","E","       131","E","        59","E","         1","E","         0","E","        37","E","         2","E","        38","E","         0","E","   -5.4","E,0127, ","  25.5"," ,E,0108, ","   26.7","E,0721, ","-1.7","E,1122","-3.2","E,1229","","","","","-0.6","E,0404","-2.2","E,0222","-5.4","E,0127","","","","","","","","","    594.3"," ,E","     10.24","E","     13.23","E","      7.25","E"
"UKE00105926","1997","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     54.0","","      54.0","E","       135","E","        77","E","         2","E","         0","E","        17","E","         4","E","        52","E","         0","E","   -5.2","E,0102, ","  27.1"," ,E,0827, ","   27.6","E,0809, ","-1.2","E,1217","","","","","","","0.0","E,0204","-3.1","E,0109","-5.0","E,0103","","","","","    2714.4","4","    2714.4","E","    720.3"," ,E","     11.65","E","     14.69","E","      8.60","E"
"UKE00105926","1998","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     21.5","","      21.5","E","       149","E","        86","E","         2","E","         0","E","        11","E","         0","E","        41","E","         0","E","   -3.3","E,0202, ","  29.2"," ,E,1031, ","   27.4","E,0808, ","-0.3","E,1205","-2.5","E,1221","","","","","-2.1","E,0204","-3.3","E,0202","","","","","","","    2247.5","5","    2247.5","E","    760.0"," ,E","     11.62","E","     14.53","E","      8.72","E"
"UKE00105926","1999","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     50.6","","      50.6","E","       154","E","        78","E","         2","E","         0","E","         9","E","         0","E","        57","E","         0","E","   -2.6","E,0214, ","  32.8"," ,E,0922, ","   28.6","E,0729, ","-0.7","E,1219","","","","","","","-2.6","E,0214","-2.6","E,0214","","","","","","","    2353.0","0","    2353.0","E","    729.3"," ,E","     11.88","E","     14.92","E","      8.85","E"
"UKE00105926","2000","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       177","E","        99","E","         5","E","         0","E","        10","E","         0","E","        35","E","         0","E","   -3.3","E,0126, ","  51.9"," ,E,0915, ","   28.1","E,0824, ","-2.8","E,1228","-2.8","E,1228","","","","","-0.5","E,0128","-3.3","E,0126","","","","","","","    2391.8","8","    2391.8","E","   1041.1"," ,E","     11.61","E","     14.36","E","      8.86","E"
"UKE00105926","2001","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     38.5","","      38.5","E","       151","E","        73","E","         0","E","         0","E","        21","E","         0","E","        44","E","         0","E","   -3.0","E,0302, ","  23.6"," ,E,1001, ","   27.1","E,0624, ","-0.6","E,1214","","","","","","","-1.9","E,0305","-3.0","E,0302","","","","","","","","","","","    694.4"," ,E","     11.28","E","     14.29","E","      8.27","E"
"UKE00105926","2002","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     24.8","","      24.8","E","       165","E","        93","E","         2","E","         0","E","         5","E","         0","E","        43","E","         0","E","   -3.2","E,0101, ","  33.0"," ,E,0909, ","   27.5","E,0727, ","-0.2","E,1210","","","","","","","-0.2","E,0215","-3.2","E,0101","","","","","","","    2275.7","7","    2275.7","E","    875.2"," ,E","     11.97","E","     14.87","E","      9.07","E"
"UKE00105926","2003","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     83.4","","      83.4","E","       123","E","        62","E","         2","E","         0","E","        16","E","         0","E","        67","E","         0","E","   -4.5","E,0112, ","  26.7"," ,E,1130, ","   30.6","E,0804, ","-0.7","E,1216","","","","","","","-1.7","E,0218","-4.5","E,0112","-4.5","E,0112","","","","","    2367.4","4","    2367.4","E","    588.9"," ,E","     11.74","E","     14.87","E","      8.61","E"
"UKE00105926","2004","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     48.8","","      48.8","E","       149","E","        80","E","         1","E","         0","E","        15","E","         0","E","        49","E","         0","E","   -3.5","E,0302, ","  29.6"," ,E,1218, ","   28.0","E,0614, ","-1.6","E,1226","","","","","","","-3.5","E,0302","-3.5","E,0302","","","","","","","    2407.0","0","    2407.0","E","    637.4"," ,E","     11.72","E","     14.64","E","      8.81","E"
"UKE00105926","2005","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     50.2","","      50.2","E","       142","E","        61","E","         1","E","         0","E","        22","E","         0","E","        54","E","         0","E","   -4.3","E,1229, ","  34.2"," ,E,1012, ","   27.7","E,0628,+","-1.2","E,1118","-3.5","E,1218","","","","","-0.3","E,0409","-2.5","E,0307","","","","","","","    2470.1","1","    2470.1","E","    583.6"," ,E","     11.57","E","     14.60","E","      8.55","E"
"UKE00105926","2006","50.7839","0.9839","4.0","HAYLING ISLAND, UK","    103.2","","     103.2","E","       137","E","        73","E","         0","E","         0","E","        19","E","         0","E","        71","E","         0","E","   -2.6","E,0125, ","  18.0"," ,E,1022, ","   31.0","E,0719, ","-0.6","E,1220","","","","","","","-0.2","E,0312","-2.2","E,0302","","","","","","","    2537.7","7","    2537.7","E","    608.2"," ,E","     12.15","E","     15.10","E","      9.20","E"
"UKE00105926","2007","50.7839","0.9839","4.0","HAYLING ISLAND, UK","      5.6","","       5.6","E","       144","E","        87","E","         2","E","         0","E","         9","E","         0","E","        39","E","         0","E","   -1.5","E,0207, ","  44.2"," ,E,0527, ","   24.3","E,0416, ","-0.5","E,1116","","","","","","","0.0","E,0321","","","","","","","","","    1931.1","1","    1931.1","E","    744.8"," ,E","     12.13","E","     15.20","E","      9.07","E"
"UKE00105926","2008","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       151","E","        80","E","         3","E","         0","E","        13","E","","","","","","","   -1.5","E,1231, ","  42.4"," ,E,0525, ","","","0.0","E,1204","","","","","","","-0.4","E,0409","","","","","","","","","    2417.7","7","    2417.7","E","    734.9"," ,E","","","","","      8.47","E"
"UKE00105926","2009","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     35.3","","      35.3","E","       153","E","        83","E","         2","E","         0","E","        29","E","         0","E","        53","E","         0","E","   -5.7","E,0110, ","  29.1"," ,E,0209, ","   26.4","E,0601, ","-2.9","E,1216","-2.9","E,1216","","","","","-0.7","E,0214","-2.5","E,0202","-4.4","E,0111","","","","","","","","","    796.4"," ,E","     11.80","E","     15.02","E","      8.58","E"
"UKE00105926","2010","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     34.9","","      34.9","E","       136","E","        78","E","         4","E","         0","E","        48","E","         1","E","        57","E","         0","E","   -5.0","E,1226,+","  56.2"," ,E,1108, ","   26.6","E,0725, ","-1.6","E,1126","-2.3","E,1128","-5.0","E,1226","","","-0.7","E,0308","-2.3","E,0305","-4.5","E,0108","","","","","    2581.6","6","    2581.6","E","    786.8"," ,E","     10.53","E","     13.87","E","      7.19","E"
"UKE00105926","2011","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     11.1","","      11.1","E","       128","E","        72","E","         1","E","         0","E","        11","E","         0","E","        40","E","         0","E","   -1.4","E,0131, ","  33.2"," ,E,1026, ","   27.6","E,0603, ","-0.5","E,1210","","","","","","","-0.3","E,0319","","","","","","","","","    2456.3","3","    2456.3","E","    610.6"," ,E","     12.27","E","     15.37","E","      9.16","E"
"UKE00105926","2012","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     22.4","","      22.4","E","       177","E","       102","E","         2","E","         0","E","        20","E","         0","E","        31","E","         0","E","   -5.1","E,0211, ","  37.1"," ,E,1219, ","   25.9","E,0524, ","-0.1","E,1201","","","","","","","-1.3","E,0220","-3.1","E,0214","-4.6","E,0212","","","","","    2338.1","1","    2338.1","E","    944.9"," ,E","     11.35","E","     14.32","E","      8.37","E"
"UKE00105926","2013","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       148","E","        86","E","         3","E","","","","","         0","E","        59","E","         0","E","","","  57.0"," ,E,1223, ","   28.9","E,0717, ","","","","","","","","","","","","","","","","","","","    2769.1","1","    2769.1","E","    798.5"," ,E","","","     14.27","E","",""
"UKE00105926","2014","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     68.8","","      68.8","E","       171","E","       102","E","         2","E","         0","E","         7","E","         0","E","        66","E","         0","E","   -1.5","E,1230, ","  32.5"," ,E,0116, ","   29.3","E,0723, ","-0.3","E,1206","","","","","","","-0.1","E,0121","","","","","","","","","","","","","    927.9"," ,E","     12.69","E","     15.82","E","      9.57","E"
"UKE00105926","2015","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       151","E","        77","E","         1","E","         0","E","        14","E","","","","","","","   -6.8","E,0123, ","  26.9"," ,E,0823, ","","","-0.4","E,1122","","","","","","","0.0","E,0323","-3.0","E,0202","-6.8","E,0123","-6.8","E,0123","","","","","","","    690.7"," ,E","","","","","      8.88","E"
"UKE00105926","2016","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     67.6","","      67.6","E","       141","E","        84","E","         1","E","         0","E","        13","E","         0","E","        67","E","         0","E","   -5.4","E,0119, ","  32.8"," ,E,0622, ","   29.3","E,0718, ","-0.8","E,1130","","","","","","","-0.7","E,0318","-2.2","E,0225","-5.4","E,0119","","","","","    2209.9","9","    2209.9","E","    684.3"," ,E","     11.96","E","     15.16","E","      8.76","E"
"UKE00105926","2017","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2221.3","3","    2221.3"," ","","","","","","","",""
"UKE00105926","2020","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       151","E","        77","E","         5","E","","","","","","","","","","","","","  36.0"," ,E,0417, ","","","","","","","","","","","","","","","","","","","","","","","","","    792.7"," ,E","","","","","",""
"UKE00105926","2021","50.7839","0.9839","4.0","HAYLING ISLAND, UK","     19.8","","      19.8","E","       136","E","        72","E","         3","E","         0","E","        17","E","         0","E","        28","E","         0","E","   -7.4","E,0213, ","  31.5"," ,E,0618, ","   26.8","E,0719, ","","","","","","","","","0.0","E,0406","-7.4","E,0213","-7.4","E,0213","-7.4","E,0213","","","","","","","    716.4"," ,E","     10.99","E","     14.07","E","      7.91","E"
"UKE00105926","2022","50.7839","0.9839","4.0","HAYLING ISLAND, UK","","","","","       125","E","        64","E","         2","E","","","","","","","","","","","","","  35.5"," ,E,1103, ","","","","","","","","","","","","","","","","","","","","","","","","","    579.0"," ,E","","","","","",""
